unique_key,surah_number,ayat_number,arabic_root_word,normalized_arabic_word,translitaration_word,english_word_subject_category,english_word_sub_subject_category,word_sub_category_description,inference_flag,hadith_reference
598,2,255,??????????,??????????,khalfahum,After Them,Allah knows everything,He knows what is before them and after them and none can encompass anything of His knowledge except that which He wills,,
372,2,243,???????,???????,kharajoo,Went Forth,Abondoning home for fear of death,"Did you not see those who abandoned their homes, though they were thousands, for fear of death?",,
788,2,262,??????,??????,khawfun,Fear,No Fear or Grief for Those Who Spend in Way of Allah,"On those who spend the wealth in the way of Allah and follow not with reminder of genorosity and hurt, for them there will be no fear or grief",,
309,2,239,????????,????????,khiftum,Fear,Prayer in Fear ,"If ye fear (an enemy), pray on foot, or riding, but when ye are in security remember Allah in the manner He has taught you and which you did not know before",,
244,2,235,????????,????????,khitbatin,Marriage Proposal,Marriage to a Widow,"There is no blame on you if you hint of marriage or conceal it. Allah knows that you will remember them: But do not make a secret promise with them except in in speaking in Honourable sayings, nor resolve on the knot of marriage untill the term prescribed is fulfilled.",,
589,2,254,???????,???????,khullatunw,Friendship,No Friendship  on Judgement Day,"O ye who believe! Spend out of (the bounties) We have provided for you, before the Day comes when no bargaining (Will avail), nor friendship nor intercession. Those who reject Faith they are the wrong-doers",,
881,2,266,?????????,?????????,kibaru,Old Age,Similitude on control of earned resources,"Does any of you wish that he should have a garden with date-palms and vines and streams flowing underneath, and all kinds of fruit, while he is stricken with old age, and his children are not strong (enough to look after themselves)- that it should be caught in a whirlwind, with fire therein, and be burnt up?",,
175,2,233,?????????????,?????????????,kiswatuhunna,Clothing,Fathers responsibility during suckling period,"The mothers shall give suckle to their children for two whole years, if the father desires to complete the term. But he shall bear the cost of their food and clothing on equitable terms.",,
695,2,259,????? ??????,????? ??????,kulli shai'in ,All Things,Allah has Power over everything,"Look further at the bones, how We bring them together and clothe them with flesh."" When this was shown clearly to him, he said: ""I know that Allah hath power over all things.""",,
627,2,255,???????????,???????????,Kursiyyuhu,Throne  ,Throne Extends Over the Heaven & Earth,Allah's Throne extends over the heaven earth and He feels no fatigue in guarding them,,
793,2,262,??? ?????? ?????????? ????? ???? ???????????,??? ?????? ?????????? ????? ???? ???????????,laa khawfun 'alaihim wa laa hum yahzanoon,No Fear or Grief,No Fear or Grief for Those Who Spend in Way of Allah,"On those who spend the wealth in the way of Allah and follow not with reminder of genorosity and hurt, for them there will be no fear or grief",,
620,2,255,??????? ??? ??????? ?????? ????,??????? ??? ??????? ?????? ????,laaa ilaaha illaa Huwa,No God Except Allah,Oneness of Allah,"Allah. There is no god but He, the Ever Living, All Sustainer",,
621,2,255,??????? ??? ??????? ?????? ????,??????? ??? ??????? ?????? ????,laaa ilaaha illaa Huwa,Oneness of Allah ,Oneness of Allah,"Allah. There is no god but He, the Ever Living, All Sustainer",,
724,2,259, ????????, ????????,labista,Remain,Duration of Uzayr death,"Allah asked Uzayr: ""How long didst thou tarry (thus)?"" He said: (Perhaps) a day or part of a day."" He said: ""Nay, thou hast tarried thus a hundred years; but look at thy food and thy drink; they show no signs of age; and look at thy donkey: And that We may make of thee a sign unto the people,",,
536,2,251,??????????,??????????,lafasadati,Mischief,Checks and Balances to control Mischief,"And if Allah did not Check one set of people by means of another, the earth would indeed be full of mischief: But Allah is full of bounty to all the worlds.",,
710,2,259,???????,???????,lahmaa,Flesh,Proof shown to Uzayr on resurrection,"Look further at the bones, how We bring them together and clothe them with flesh."" When this was shown clearly to him, he said: ""I know that Allah hath power over all things.""",,
606,2,255,????,????,lahoo,Belongs,Heaven & Earth belongs to Allah,Everything in Heaven & Earth belongs to Him,,
360,2,243,?????,?????,lazoo,Full,Allah is Full of Bounty to Mankind,"Allah said to the thousands who fled their homes in fear of death to ""Die"": Then He restored them to life. For Allah is full of bounty to mankind, but Most of them are ungrateful.",,
511,2,250,??????????,??????????,liJaaloota,Goliath,Fighting Goliath,"When Saul'a army advanced to meet Goliath and his forces, they prayed: ""Our Lord! Pour on us patience and make our steps firm: Help us against those who disbelieve",,
342,2,241,????????????????,????????????????,lilmutallaqaati,Divorced Women,Maintenance of Divorced Women,For divorced women Maintenance (should be provided) on a reasonable (scale). This is a duty on the God Fearing,,
720,2,259,?????????,?????????,linnaasi ,People  ,Uzayr resurrection was a Sign for the disbeliever,"Allah asked Uzayr: ""How long didst thou tarry (thus)?"" He said: (Perhaps) a day or part of a day."" He said: ""Nay, thou hast tarried thus a hundred years; but look at thy food and thy drink; they show no signs of age; and look at thy donkey: And that We may make of thee a sign unto the people,",,
111,2,230,???????? ???????????,???????? ???????????,liqawminy ya'lamoon,People Who Knows,Limits of Allah made clear for People Who Knows,Allah has made clear His limits for the people who knows,,
141,2,231,???????????,???????????,lita'tadoo,Transgress,Actions during divorce proceedings,"When you divorce women, and they fulfil the term of their ('Iddat), either take them back on equitable terms or set them free on equitable terms; but do not take them back to hur them or transgress against them",,
761,2,260,?????????????,?????????????,liyatma'inna,Satify,Satisfy heart on resurrecting dead,"To Abraham's question on wanting to see how Allah gives life to the dead."" Allah said do you not believe - to which Abraham yes  but to satisfy heart."" ",,
310,2,239,??? ???? ????????? ???????????,??? ???? ????????? ???????????,maa lam takoonoo ta'lamoon,Know Not,Teaching from Allah,"If ye fear (an enemy), pray on foot, or riding, but when ye are in security remember Allah in the manner He has taught you and which you did not know before",,
844,2,264,???????,???????,maalahoo,Wealth,Spending for showoff,"Those who give charity and follow with reminders of your generosity or by injury is like those who spend their wealth to be seen of men, but believe neither in Allah nor in the Last Day. ",,
805,2,263,??????????,??????????,maghfiratun ,Forgiveness,Kind Words and Forgiveness is Better Than Charity Followed with Injury,Kind Words and Forgiveness is Better Than Charity Followed with Ijury,,
690,2,258, ???????????, ???????????,maghribi,West,Dispute between Abraham and Nimrod,"Abraham said: ""My Lord is He Who Giveth life and death."" Nimrod said: ""I give life and death"". Said Abraham: ""Verily Allah causes the sun to rise from the east: Then cause it to rise from the West."" Thus the disbeliever was confounded",,
408,2,246,???????,???????,malikan,King,Asking to fight in the way of Allah,"The chiefs of the Children of Israel, who came after Moses, asked one of their prophet to appoint a king for them so that they can fight in the way of Allah",,
409,2,246,???????,???????,malikan,King,Actions of Chiefs of Children of Israel ,"The chiefs of the Children of Israel, who came after Moses, asked one of their prophet to appoint a king for them so that they can fight in the way of Allah",,
794,2,262,??????,??????,mannanw,Reminders of Genorosity,Reward of spending in the Way of Allah without hurting or reminding,"Those who spend their wealth in the way of Allah, and follow not with reminders of their generosity or with injury,-for them their reward is with their Lord:",,
860,2,265, ?????????, ?????????,mardaatil ,Pleasure of Allah,Spending to seek Allah's pleasure,"And the example of those who spend their wealth seeking to please Allah and to strengthen their souls, is like a garden, high and fertile: heavy rain falls on and makes it yield a double increase of harvest, and if it receives not Heavy rain but light rain, it suffices",,
807,2,263,?????????,?????????,ma'roofunw,Kind,Kind Words and Forgiveness is Better Than Charity Followed with Injury,Kind Words and Forgiveness is Better Than Charity Followed with Ijury,,
719,2,259, ?????, ?????,marra,Passed,Story of a Ruined town,"Story of one (Uzayr) who passed by a town all in ruins to its roofs. He said: ""Oh! how shall Allah bring it (ever) to life, after its death?"" Then Allah caused Uzayr to die for a hundred years, then raised him up (again)  and showed him how he brings life to the dead.",,
774,2,261,??????,??????,Masalul,Example,Reward of spending in the Way of Allah,"The example of those who spend their wealth in the way of Allah is that of a grain of corn: it groweth seven ears, and each ear Has a hundred grains. ",,
852,2,265,??????,??????,masalul ,Example,Similitude of a charity to please Allah,"And the example of those who spend their wealth seeking to please Allah and to strengthen their souls, is like a garden, high and fertile: heavy rain falls on and makes it yield a double increase of harvest, and if it receives not Heavy rain but light rain, it suffices",,
875,2,266,??????,??????,masalul ,Example,No control on your earned resouces,"Does any of you wish that he should have a garden with date-palms and vines and streams flowing underneath, and all kinds of fruit, while he is stricken with old age, and his children are not strong (enough to look after themselves)- that it should be caught in a whirlwind, with fire therein, and be burnt up?",,
679,2,258,???????????,???????????,mashriqi,East,Dispute between Abraham and Nimrod,"Abraham said: ""My Lord is He Who Giveth life and death."" Nimrod said: ""I give life and death"". Said Abraham: ""Verily Allah causes the sun to rise from the east: Then cause it to rise from the West."" Thus the disbeliever was confounded",,
333,2,240,????????,????????,mataa'an,Provision,Maintenance of Widow,Those of you who die and leave widows should bequeath for their widows a year's maintenance and residence,,
346,2,241,???????,???????,mataa'um,Maintenance,Maintenance of Divorced Women,For divorced women Maintenance (should be provided) on a reasonable (scale). This is a duty on the God Fearing,,
347,2,241,???????,???????,mataa'um,Provision,Maintenance of Divorced Women,For divorced women Maintenance (should be provided) on a reasonable (scale). This is a duty on the God Fearing,,
269,2,236,?????????????,?????????????,matti'hoo,Gift,Divorce compensation,"There is no blame on you if you divorce women before consummation or the fixation of their dower; but bestow on them (a suitable gift), the wealthy according to his means, and the poor according to his means;",,
273,2,236,?????????????,?????????????,matti'hoo,Provision,Divorce compensation,"There is no blame on you if you divorce women before consummation or the fixation of their dower; but bestow on them (a suitable gift), the wealthy according to his means, and the poor according to his means;",,
184,2,233,?????????,?????????,mawloodun,Father,Fair Treatment,"No person shall have a burden laid on him greater than he can bear. No mother shall be Treated unfairly on account of her child. Nor father on account of his child, an heir shall be responsible in the same way",,
745,2,260,???????????,???????????,mawtaa ,Dead,Bringing dead alive,"Behold! Abraham said: ""My Lord! Show me how You give life to the dead."" ",,
706,2,259,?????????,?????????,mawtihaa,Death,Story of how Allah brings the dead alive,"Story of one (Uzayr) who passed by a town all in ruins to its roofs. He said: ""Oh! how shall Allah bring it (ever) to life, after its death?"" Then Allah caused Uzayr to die for a hundred years, then raised him up (again)  and showed him how he brings life to the dead.",,
712,2,259,??????? ,??????? ,mi'ata ,Hundred ,Uzayr died and was  raised alive after 100 years,"Story of one (Uzayr) who passed by a town all in ruins to its roofs. He said: ""Oh! how shall Allah bring it (ever) to life, after its death?"" Then Allah caused Uzayr to die for a hundred years, then raised him up (again)  and showed him how he brings life to the dead.",,
777,2,261,??????? ???????,??????? ???????,mi'atu habbah,Hundred Grains,Similitude of reward for spending in the Way of Allah,"The example of those who spend their wealth in the way of Allah is that of a grain of corn: it groweth seven ears, and each ear Has a hundred grains. ",,
357,2,243,??????,??????,mootoo,Die,Resurrection dead in this world,"Allah said to the thousands who fled their homes in fear of death to ""Die"": Then He restored them to life. For Allah is full of bounty to mankind, but Most of them are ungrateful.",,
502,2,249,?????????????,?????????????,mubtaleekum,Test,Testing army of Saul,"When Talut (Saul) set forth with the armies, he said: ""(Allah) will test you at the river: if any drinks of its water, he is not of me: Only those who taste not of it go with me: A mere sip out of the hand is excused."" but they all drank of it, except a few.",,
861,2,265,??????????,??????????,mubtighaaa'a mardaatil ,Seeking,Spending to seek Allah's pleasure,"And the example of those who spend their wealth seeking to please Allah and to strengthen their souls, is like a garden, high and fertile: heavy rain falls on and makes it yield a double increase of harvest, and if it receives not Heavy rain but light rain, it suffices",,
490,2,249,???????? ???????,???????? ???????,mulaaqul laahi,Meet Allah,Knowledge of meeting Allah,"When Saul's army crossed the river,- He and those who believe,- they said: ""This day We have no strength/power against Goliath and his hosts."" But those who knew with certainty that they will meet Allah, said: ""How often, by Allah's permission, a small group overcame a larger host",,
682,2,258,?????????,?????????,mulk,Kingdom,Dispute between Abraham and Nimrod,Have You not seen the one (Nimrod) who disputed with Abraham because Allah gave Abraham the kingdom,,
459,2,248,????????,????????,mulkiheee,Kingdom,Proof of Saul's kingship,"The Prophet said that as proof of Saul's authority there shall come to you the Ark wherein is tranquility from your Lord, and the relics left by the family of Moses and Aaron, carried by angels",,
132,2,231,????????,????????,nafsah,Oneself,Doing wrong by transgressing in divorce,Whoever take back their wife to hurt or transgress against them has wronged himself.,,
198,2,233,??????,??????,nafsun,Person,No Burden greater than one can Bear,"No person shall have a burden laid on him greater than he can bear. No mother shall be Treated unfairly on account of her child. Nor father on account of his child, an heir shall be responsible in the same way",,
873,2,266,???????,???????,nakheelinw,Date Palm,Similitude on control of earned resources,"Does any of you wish that he should have a garden with date-palms and vines and streams flowing underneath, and all kinds of fruit, while he is stricken with old age, and his children are not strong (enough to look after themselves)- that it should be caught in a whirlwind, with fire therein, and be burnt up?",,
703,2,259,??????????,??????????,naksoohaa,Clothe,Proof shown to Uzayr on resurrection,"Look further at the bones, how We bring them together and clothe them with flesh."" When this was shown clearly to him, he said: ""I know that Allah hath power over all things.""",,
551,2,252,???????,???????,natloo,Recite,Signs of Allah recited in truth,These are the Ayats of Allah. we recite to you in truth: Verily you are one of the mesenger,,
624,2,255, ??????, ??????,nawm,Sleep,Allah awake always,No slumber can seize Him nor sleep. His are all things in the heavens and on earth.,,
665,2,257,????????,????????,noori,Light  ,Allah Brings people From Darkness into Light ,Allah is the protector of those who believe and brings them out from darkness into light. Taghut (Evil) is the protector of the disbeliever and brings them out from light into darkness,,
666,2,257,????????,????????,noori,Light  ,Taghut Brings people From Light into Darkness,Allah is the protector of those who believe and brings them out from darkness into light. Taghut (Evil) is the protector of the disbeliever and brings them out from light into darkness,,
700,2,259,???????????,???????????,nunshizuhaa,Bring Together,Proof shown to Uzayr on resurrection,"Look further at the bones, how We bring them together and clothe them with flesh."" When this was shown clearly to him, he said: ""I know that Allah hath power over all things.""",,
304,2,238,??????????,??????????,qaaniteen,Obedience,Stand obedient in Prayer ,"Guard strictly your (habit of) prayers, especially the Middle Prayer; (Some Ulema consider this to be Asr prayer). And stand before Allah in obedience",,
583,2,254, ??????, ??????,qabli,Before,Spending in the Way of Allah before time runs out,"O ye who believe! Spend out of (the bounties) We have provided for you, before the Day comes when no bargaining (Will avail), nor friendship nor intercession. Those who reject Faith they are the wrong-doers",,
271,2,236,????????,????????,qadaruhoo,Means,Divorce compensation,"There is no blame on you if you divorce women before consummation or the fixation of their dower; but bestow on them (a suitable gift), the wealthy according to his means, and the poor according to his means;",,
721,2,259,???????,???????,Qadeer,Power,Allah has Power over everything,"Look further at the bones, how We bring them together and clothe them with flesh."" When this was shown clearly to him, he said: ""I know that Allah hath power over all things.""",,
599,2,255,???????????,???????????,Qaiyoom,All Sustainer,Attribute/Names of Allah,"Allah. There is no god but He, the Ever Living, All Sustainer",,
749,2,260, ???????, ???????,qalbee,Heart ,Satisfy heart on resurrecting dead,"To Abraham's question on wanting to see how Allah gives life to the dead."" Allah said do you not believe - to which Abraham yes  but to satisfy heart."" ",,
387,2,245,???????,???????,qardan,Loan,Spending in the Way of Allah,Who will give Allah a beautiful loan which Allah will double and multiply many times,,
383,2,245,??????? ???????,??????? ???????,qardan hasanan,Beautiful Loan,Spending in the Way of Allah,Who will give Allah a beautiful loan which Allah will double and multiply many times,,
730,2,259, ????????, ????????,qaryatin,Town,Story of a Ruined town,"Story of one (Uzayr) who passed by a town all in ruins to its roofs. He said: ""Oh! how shall Allah bring it (ever) to life, after its death?"" Then Allah caused Uzayr to die for a hundred years, then raised him up (again)  and showed him how he brings life to the dead.",,
534,2,251,??????,??????,qatala,Killed,David Killed Goliath,By Allah's permission Saul's army routed them; and David killed Goliath; and Allah gave him power and wisdom and taught him whatever He willed,,
238,2,235,??????? ??????????,??????? ??????????,qawlamma'roofaa,Honorable Sayings,Promise to a widow,"There is no blame on you if you hint of marriage or conceal it. Allah knows that you will remember them: But do not make a secret promise with them except in in speaking in Honourable sayings, nor resolve on the knot of marriage untill the term prescribed is fulfilled.",,
810,2,263,??????,??????,Qawlum,Words  ,Kind Words and Forgiveness is Better Than Charity Followed with Injury,Kind Words and Forgiveness is Better Than Charity Followed with Ijury,,
687,2,258,?????????,?????????,qawma,People  ,Allah Does Not Guide the Wrong Doers,Allah does not guide people who are wrong doers,,
833,2,264,?????????,?????????,qawmal ,People  ,Allah Does Not Guide the Disbeliever,Allah Does Not Guide People Who Are Disbeliever,,
307,2,238,??????,??????,qoomoo,Stand,Stand obedient in Prayer ,"Guard strictly your (habit of) prayers, especially the Middle Prayer; (Some Ulema consider this to be Asr prayer). And stand before Allah in obedience",,
755,2,260,?????,?????,Rabbi,Lord,Bringing dead alive,"Behold! Abraham said: ""My Lord! Show me how You give life to the dead."" ",,
684,2,258,???????,???????,Rabbiheee ,Lord,Dispute between Abraham and Nimrod,Have You not seen the one (Nimrod) who disputed with Abraham because Allah gave Abraham the kingdom,,
792,2,262,?????????,?????????,Rabbihim,Lord,Reward of spending in the Way of Allah without hurting or reminding,"Those who spend their wealth in the way of Allah, and follow not with reminders of their generosity or with injury,-for them their reward is with their Lord:",,
575,2,253,??????,??????,rafa'a ,Raise,Some Messengers blessed Over Others,"Those messenger. We blessed some above others: To one of them Allah spoke; others He raised to degrees (of honour); to Jesus the son of Mary We gave clear (Signs), and supported him with the holy spirit.",,
593,2,254,?????????????,?????????????,razaqnaakum,Provision,Spending in the Way of Allah before time runs out,"O ye who believe! Spend out of (the bounties) We have provided for you, before the Day comes when no bargaining (Will avail), nor friendship nor intercession. Those who reject Faith they are the wrong-doers",,
816,2,264,??????? ,??????? ,ri'aaa,Be Seen,Spending for showoff,"Those who give charity and follow with reminders of your generosity or by injury is like those who spend their wealth to be seen of men, but believe neither in Allah nor in the Last Day. ",,
837,2,264,??????? ,??????? ,ri'aaa,Showoff,Spending for showoff,"Those who give charity and follow with reminders of your generosity or by injury is like those who spend their wealth to be seen of men, but believe neither in Allah nor in the Last Day. ",,
186,2,233,???????????,???????????,rizqu hunna,Food,Fathers responsibility during suckling period,"The mothers shall give suckle to their children for two whole years, if the father desires to complete the term. But he shall bear the cost of their food and clothing on equitable terms.",,
199,2,233,???????????,???????????,rizqu hunna,Provision,Fathers responsibility during suckling period,"The mothers shall give suckle to their children for two whole years, if the father desires to complete the term. But he shall bear the cost of their food and clothing on equitable terms.",,
314,2,239,??????????,??????????,rukbaanan,Praying Riding,Prayer in Fear ,"If ye fear (an enemy), pray on foot, or riding, but when ye are in security remember Allah in the manner He has taught you and which you did not know before",,
425,2,247,??????,??????,sa'atam,Abundance,Questioning Saul's Appointment as king,"The Children of Israel objected to the appointment of Saul as their king saying that they had more right and better fitted and also he did not have wealth in abundance?""",,
782,2,261,?????? ?????????,?????? ?????????,sab'a sanaabila,Seven Ears,Similitude of reward for spending in the Way of Allah,"The example of those who spend their wealth in the way of Allah is that of a grain of corn: it groweth seven ears, and each ear Has a hundred grains. ",,
510,2,250,???????,???????,sabbit,Firm,Supplication of Saul,"When Saul'a army advanced to meet Goliath and his forces, they prayed: ""Our Lord! Pour on us patience and make our steps firm: Help us against those who disbelieve",,
784,2,261,??????? ???????,??????? ???????,sabeelil laahi,Way of Allah,Reward of spending in the Way of Allah,"The example of those who spend their wealth in the way of Allah is that of a grain of corn: it groweth seven ears, and each ear Has a hundred grains. ",,
797,2,262,??????? ???????,??????? ???????,sabeelillaahi ,Way of Allah,Reward of spending in the Way of Allah without hurting or reminding,"Those who spend their wealth in the way of Allah, and follow not with reminders of their generosity or with injury,-for them their reward is with their Lord:",,
515,2,250,??????,??????,sabranw,Patience,Supplication of Saul,"When Saul'a army advanced to meet Goliath and his forces, they prayed: ""Our Lord! Pour on us patience and make our steps firm: Help us against those who disbelieve",,
849,2,265,?????????????,?????????????,sadaqaatikum,Charity,Spending to seek Allah's pleasure,"And the example of those who spend their wealth seeking to please Allah and to strengthen their souls, is like a garden, high and fertile: heavy rain falls on and makes it yield a double increase of harvest, and if it receives not Heavy rain but light rain, it suffices",,
818,2,264,?????????????,?????????????,sadaqaatikum,Charity,Wasting charity by reminder of generosity and injury,"O ye who believe! do not make your charity in vain by reminders of your generosity or by injury,- ",,
899,2,267,?????????????,?????????????,sadaqaatikum,Charity,Spend of The Good Things You Earned,"O ye who believe! Spend of the good things which you have earned, and of the produce from earth and do not aim at that which is bad, in order that you may spend of it but you yourself would not receive it except with closed eyes.",,
803,2,263,????????,????????,sadaqatin,Charity,Kind Words and Forgiveness is Better Than Charity Followed with Injury,Kind Words and Forgiveness is Better Than Charity Followed with Ijury,,
839,2,264,?????????,?????????,safwaanin,Smooth Rock,Similitude of charity in vain,"The similitude of one who gives charity but does not believe in Allah and last day is like a hard, barren rock, on which is a little soil: on it falls heavy rain, which leaves it (Just) a bare stone. They will be able to do nothing with aught they have earned. ",,
471,2,248,?????????,?????????,sakeenatum,Tranquility,Proof of Saul's kingship,"The Prophet said that as proof of Saul's authority there shall come to you the Ark wherein is tranquility from your Lord, and the relics left by the family of Moses and Aaron, carried by angels",,
815,2,264, ???????, ???????,saldaa,Bare,Similitude of charity in vain,"The similitude of one who gives charity but does not believe in Allah and last day is like a hard, barren rock, on which is a little soil: on it falls heavy rain, which leaves it (Just) a bare stone. They will be able to do nothing with aught they have earned. ",,
197,2,233,???????????,???????????,sallamtum,Pay,Paying Foster Mother,"If the parents decide on weaning, by mutual consent, and consultation, there is no sin on them. And If you decide on a foster-mother for your children, there is no sin on you, provided you pay (the mother) what you agreed, on equitable terms",,
877,2,266,????????????,????????????,samaraati,Fruits,Similitude on control of earned resources,"Does any of you wish that he should have a garden with date-palms and vines and streams flowing underneath, and all kinds of fruit, while he is stricken with old age, and his children are not strong (enough to look after themselves)- that it should be caught in a whirlwind, with fire therein, and be burnt up?",,
632,2,256,???????,???????,Samee'un ,All Hearer,Attribute/Names of Allah,"Allah is All Hearer, All Knower",,
134,2,231,?????????????,?????????????,sarrihoo hunna,Release,Actions during divorce proceedings,"When you divorce women, and they fulfil the term of their ('Iddat), either take them back on equitable terms or set them free on equitable terms; but do not take them back to hur them or transgress against them",,
137,2,231,?????????????,?????????????,sarrihoo hunna,Set Free,Actions during divorce proceedings,"When you divorce women, and they fulfil the term of their ('Iddat), either take them back on equitable terms or set them free on equitable terms; but do not take them back to hur them or transgress against them",,
250,2,235,??????????????????,??????????????????,satazkuroonahunna,Remember,Marriage to a Widow,"There is no blame on you if you hint of marriage or conceal it. Allah knows that you will remember them: But do not make a secret promise with them except in in speaking in Honourable sayings, nor resolve on the knot of marriage untill the term prescribed is fulfilled.",,
748,2,260, ???????, ???????,sa'yaa,Haste,Story of Abraham and Bird resurrection,"Allah said: ""Take four birds; Tame them to turn to you and then put a portion of them on every hill and call to them: They will come to thee (Flying) in haste",,
601,2,255,?????,?????,shaaa',Allah's Will,Encompassing Allah's knowledge,He knows what is before them and after them and none can encompass anything of His knowledge except that which He wills,,
555,2,253, ????? ???????, ????? ???????,shaaa'al laahu,Allah's Will,Allah's will on Fighting ,"If Allah had so willed, succeeding generations would not have fought among each other, after clear (Signs) had come to them, but they (chose) to wrangle, some believing and others rejecting. If Allah had so willed, they would not have fought each other; but Allah does what He likes",,
590,2,254,?????????,?????????,shafaa'ah,Intercession,No Intercession on Judgement Day,"O ye who believe! Spend out of (the bounties) We have provided for you, before the Day comes when no bargaining (Will avail), nor friendship nor intercession. Those who reject Faith they are the wrong-doers",Add Clarification comment on Intercession will happen,
842,2,264,?????? ,?????? ,shai'im,Things,Similitude of charity in vain,"The similitude of one who gives charity but does not believe in Allah and last day is like a hard, barren rock, on which is a little soil: on it falls heavy rain, which leaves it (Just) a bare stone. They will be able to do nothing with aught they have earned. ",,
709,2,259,?????????,?????????,sharaabika,Drink,Proof shown to Uzayr on resurrection,"Allah asked Uzayr: ""How long didst thou tarry (thus)?"" He said: (Perhaps) a day or part of a day."" He said: ""Nay, thou hast tarried thus a hundred years; but look at thy food and thy drink; they show no signs of age; and look at thy donkey: And that We may make of thee a sign unto the people,",,
480,2,249,??????,??????,shariba,Drink,Testing army of Saul,"When Talut (Saul) set forth with the armies, he said: ""(Allah) will test you at the river: if any drinks of its water, he is not of me: Only those who taste not of it go with me: A mere sip out of the hand is excused."" but they all drank of it, except a few.",,
625,2,255,??????,??????,sinatun,Slumber,Allah awake always,No slumber can seize Him nor sleep. His are all things in the heavens and on earth.,,
252,2,235,?????,?????,sirran,Secret,Marriage to a Widow,"There is no blame on you if you hint of marriage or conceal it. Allah knows that you will remember them: But do not make a secret promise with them except in in speaking in Honourable sayings, nor resolve on the knot of marriage untill the term prescribed is fulfilled.",,
773,2,261,??????????,??????????,sumbulatim,Ear,Similitude of reward for spending in the Way of Allah,"The example of those who spend their wealth in the way of Allah is that of a grain of corn: it groweth seven ears, and each ear Has a hundred grains. ",,
711,2,259,????????? ,????????? ,ta'aamika,Food,Proof shown to Uzayr on resurrection,"Allah asked Uzayr: ""How long didst thou tarry (thus)?"" He said: (Perhaps) a day or part of a day."" He said: ""Nay, thou hast tarried thus a hundred years; but look at thy food and thy drink; they show no signs of age; and look at thy donkey: And that We may make of thee a sign unto the people,",,
622,2,255, ??????????, ??????????,taakhuzuhoo ,Overtake,Allah awake always,No slumber can seize Him nor sleep. His are all things in the heavens and on earth.,,
445,2,247,????????,????????,Taaloota,Saul,Appointment of Saul as King,"Their Prophet said to them (Children of Israel): ""(Allah) hath appointed Talut (Saul) as king over you.",,
466,2,248,????????,????????,Taalootu,Saul,Proof of Saul's kingship,"The Prophet said that as proof of Saul's authority there shall come to you the Ark wherein is tranquility from your Lord, and the relics left by the family of Moses and Aaron, carried by angels.",,
495,2,249,????????,????????,Taalootu,Saul,Testing army of Saul,"When Talut (Saul) set forth with the armies, he said: ""(Allah) will test you at the river: if any drinks of its water, he is not of me: Only those who taste not of it go with me: A mere sip out of the hand is excused."" but they all drank of it, except a few.",,
499,2,249,???????,???????,taaqata,Strength,Fighting Goliath,"When Saul's army crossed the river,- He and those who believe,- they said: ""This day We have no strength/power against Goliath and his hosts."" But those who knew with certainty that they will meet Allah, said: ""How often, by Allah's permission, a small group overcame a larger host",,
702,2,259, ?????????, ?????????,tabiyana,Clear  ,Proof shown to Uzayr on resurrection,"Look further at the bones, how We bring them together and clothe them with flesh."" When this was shown clearly to him, he said: ""I know that Allah hath power over all things.""",,
641,2,256, ?????????, ?????????,tabiyana,Distinct,Right Path is Distinct from the Wrong ,Verily the right has become distinct from the Wrong,,
163,2,232,??????????????,??????????????,ta'duloo hunna,Prevent,Actions during divorce proceedings,"When you divorce women, and they fulfil the term of their ('Iddat), do not prevent them from marrying their (former) husbands, if they mutually agree on equitable terms.",,
268,2,236,?????????,?????????,tafridoo,Fixation of Dower,Divorcing Woman ,"There is no blame on you if you divorce women before consummation or the fixation of their dower; but bestow on them (a suitable gift), the wealthy according to his means, and the poor according to his means;",,
455,2,248,??????????,??????????,tahmiluhu,Carry,Remnants Left by Moses & Aaron,"The Prophet said that as proof of Saul's authority there shall come to you the Ark wherein is tranquility from your Lord, and the relics left by the family of Moses and Aaron, carried by angels",,
742,2,260,?????????,?????????,tairi,Birds,Story of Abraham and Bird resurrection,"Allah said: ""Take four birds; Tame them to turn to you and then put a portion of them on every hill and call to them: They will come to thee (Flying) in haste",,
741,2,260,?????????,?????????,tairi,Bird,Story of Abraham and Bird resurrection,"Behold! Abraham said: ""My Lord! Show me how You give life to the dead."" He said: ""Dost thou not then believe?"" He said: ""Yea! but to satisfy heart."" He said: ""Take four birds; Tame them to turn to thee; put a portion of them on every hill and call to them: They will come to thee (Flying) in haste",,
903,2,267,??????????,??????????,taiyibaati,Good Things,Spend of The Good Things You Earned,"O ye who believe! Spend of the good things which you have earned, and of the produce from earth and do not aim at that which is bad, in order that you may spend of it but you yourself would not receive it except with closed eyes.",,
883,2,266,??????? ???? ????????? ????????????,??????? ???? ????????? ????????????,tajree min tahtihal anhaaru,Rivers Flowing Underneath,Similitude on control of earned resources,"Does any of you wish that he should have a garden with date-palms and vines and streams flowing underneath, and all kinds of fruit, while he is stricken with old age, and his children are not strong (enough to look after themselves)- that it should be caught in a whirlwind, with fire therein, and be burnt up?",,
850,2,265, ???????????, ???????????,ta'maloona ,Do,Allah Sees All That You Do,Allah sees all that you do,,
276,2,236,????????,????????,tamassoo,Touch,Divorcing Woman before consumation,"There is no blame on you if you divorce women before consummation or the fixation of their dower; but bestow on them (a suitable gift), the wealthy according to his means, and the poor according to his means;",,
